FlatSize,Speed,Repeat,RMS,Peak,CrestFactor,Kurtosis,Skewness,ShapeFactor,ImpulseFactor,SpectralEntropy,BandEnergy_0_200Hz,BandEnergy_200_1000Hz,BandEnergy_1000_3000Hz,FFT_PeakFreq,STFT_SpectralEntropy,CWT_SpectralEntropy
0,5,0,0.0732796593639516,0.2882442440171331,3.9334823130868544,3.03831852600242,0.0082230004219106,1.2565971685812125,4.942802737289219,8.938441359414401,0.0622141607102056,0.2536036736511267,0.6841821656386677,808.3333333333334,6.996354964892701,5.571253154110573
0,5,1,0.1162618218223571,0.4538722351813686,3.903880294210983,3.054444859867267,-0.0167930514164914,1.2558228375225509,4.902582028424407,8.93022834776934,0.0544978693939874,0.2658342022001799,0.6796679284058326,493.33333333333337,6.994872815380509,5.574585477282184
0,5,2,0.1645768486893326,0.7331988155298356,4.455054409954558,3.024448075702764,-0.0098338259585766,1.2539481472956948,5.586407223464033,8.923693593945762,0.0704083975717938,0.2582539769686655,0.6713376254595407,1026.6666666666667,6.996286390568136,5.575941171135694
0,5,3,0.0595840147251824,0.2363403444134344,3.9665058741593695,2.9668021921386374,0.0094917954047872,1.249744568342848,4.957119171530673,8.931999642739484,0.0573068884925354,0.2547096583431857,0.6879834531642789,2120.0,6.993378007179251,5.5658332419431655
0,5,4,0.10991968513425,0.4091820404945698,3.722554699777539,2.950505132929176,0.0069025922752184,1.2520594941631698,4.6608599543981954,8.925157359263272,0.0716735143375066,0.2740177981926716,0.6543086874698216,3711.666666666667,6.995050694364439,5.57709011642741
0,5,5,0.0596764530018671,0.2612816186348127,4.378303426087303,3.0262720522010755,-0.0090750090033509,1.253096685840085,5.486437512832289,8.928853287006369,0.0667409996095549,0.2726631861339674,0.6605958142564775,3296.666666666667,6.996686707978446,5.579090210858398
0,5,6,0.1692818726111504,0.6065259475342032,3.582935007621435,2.921383908066717,0.0066850678664974,1.248980718341219,4.475016739588921,8.915150617739252,0.0668926742783233,0.281525680363492,0.6515816453581846,335.0,6.988222227122287,5.576941197328043
0,5,7,0.1650258944687785,0.7116555064856784,4.312386906167125,2.998127768245856,-0.05896345047225,1.253601055673134,5.406012778042109,8.928592417750576,0.0745985182075531,0.2641040936207047,0.6612973881717421,4956.666666666667,6.995612973027591,5.574800885317804
0,5,8,0.1541521136899633,0.5741990411748393,3.724885941750307,3.010417184736175,-0.0459458141005071,1.2548912076604777,4.6743266178405785,8.928084600468253,0.064132070229747,0.265070401445091,0.6707975283251619,2548.333333333333,6.996381729568858,5.569600275075248
0,5,9,0.0881117255799598,0.3611665349394645,4.098961092433859,2.993938521428137,-0.0271107252950105,1.2519124879054022,5.131540579056318,8.92106068377889,0.0756103323743417,0.2723699327391604,0.652019734886498,4055.0,6.994887422329218,5.567668955568384
0,5,10,0.1024907227243172,0.3805983878825409,3.713491111837374,2.9192857821092497,0.0084212055894444,1.2474913617327898,4.632548083888618,8.932399030360994,0.0738128718992469,0.2549616586600945,0.6712254694406584,3893.3333333333335,6.998324484686739,5.566766831079731
0,5,11,0.188935733196905,0.734229039362271,3.886131156550849,3.0433865191047254,0.0250232704775383,1.257047912210756,4.885053056919415,8.933306178183887,0.0667670155206935,0.2553999157620658,0.6778330687172407,3860.0,6.998049059658866,5.578522492674916
0,5,12,0.1329618124962363,0.5867419563906329,4.412860695677124,2.9522781227079578,0.0104816572018053,1.246255258839899,5.499550848515511,8.934638735115747,0.0676237791616113,0.2636462113659008,0.6687300094724878,3548.333333333333,6.995950610987716,5.572332091596643
0,5,13,0.0855308966937844,0.3062803968731347,3.580932840791697,2.9342764106570294,0.0084629763257577,1.256990128731807,4.50119723252671,8.930530894200375,0.0601643548757498,0.2707628212316423,0.6690728238926078,3813.3333333333335,6.997139388374436,5.5724939385803935
0,5,14,0.1601782961578823,0.6144320903430952,3.83592599672474,3.0528054150094786,0.0249529112501448,1.2582665154773334,4.826617237527756,8.921076488452451,0.069187855351206,0.2463269206957835,0.6844852239530105,2570.0,6.99502253118599,5.577511275934317
0,5,15,0.1538699700670437,0.572395597687346,3.719995509441794,2.942829671729222,0.0063292027650625,1.246822283839684,4.638173296955586,8.924881994918906,0.0596473729527495,0.2658662052241382,0.6744864218231122,420.0,6.991742749025788,5.574393003386685
0,5,16,0.1554799542924995,0.5879501101129265,3.781517127325845,2.9930532216497827,0.0213289441944533,1.257832417578672,4.756514830379421,8.924969012329395,0.0607607286881258,0.28550903822321,0.6537302330886642,841.6666666666667,6.994476418574575,5.572612938281091
0,5,17,0.0713106341790169,0.2992679704141635,4.196680815695545,2.978603667523932,-0.0060127421685053,1.2532331917354438,5.259419693349034,8.91011887355766,0.0634753435416675,0.2587410869189647,0.6777835695393677,2883.333333333333,6.991431475186946,5.572267951561999
0,5,18,0.1327980609763304,0.5104869878724279,3.844084650930375,3.0233699332069626,-0.019239577801684,1.2561322264485868,4.82867861123001,8.928195530013376,0.0603442272950032,0.2792584514780289,0.6603973212269678,3510.0,6.998647022911152,5.576953307989068
0,5,19,0.1944358883496287,0.7188551727977647,3.697132144170531,3.131873254710156,-0.003357092834827,1.2566030447528551,4.645827509218341,8.929241815784579,0.0679328085204415,0.2841153663571629,0.6479518251223956,2795.0,6.995486875260867,5.568515220697703
0,5,20,0.0826238107174292,0.3355270511844824,4.060900220784707,3.064245896284705,-0.0204434820641601,1.2608931738608953,5.12036136811764,8.920923500050353,0.0755651457008278,0.259988484169728,0.6644463701294442,4135.0,6.997254148081926,5.575916910293804
0,5,21,0.1289044127127639,0.4637845239379802,3.597894860057472,2.9826325645291383,-0.0199439631180083,1.2552762140631866,4.516351838530341,8.921585247142467,0.0614357641170482,0.2709673241915513,0.6675969116914005,4331.666666666667,6.988740318506338,5.580063987099435
0,5,22,0.0960942612946869,0.3524599403575547,3.6678562862009545,2.934033842421249,0.022451264984703,1.2503336145223702,4.586044007874237,8.927761912206194,0.0553901376409158,0.2590058654963492,0.6856039968627351,3151.666666666667,6.993044815040907,5.566742188671172
0,5,23,0.0879329890499239,0.4046967273139421,4.602331066946624,2.8430001796198177,0.0207404754514635,1.2430488344803734,5.720922268660814,8.922356518502362,0.0702873210677824,0.2680119638805314,0.6617007150516862,111.66666666666669,6.992882959574625,5.562964590187238
0,5,24,0.1030409722958022,0.3903548383845045,3.7883458364882583,2.924629330869589,-0.0268250771039588,1.2466363774729343,4.722689730214396,8.934125528772629,0.0760520371866507,0.2530786500918888,0.6708693127214606,3276.666666666667,6.996752654067248,5.555252198159715
0,5,25,0.1546963813349531,0.5714461844066647,3.6939854667275824,2.9616137012930897,0.0060344428212221,1.2513349865615553,4.6224132543661405,8.928730872670437,0.0666797967732881,0.2739743736987439,0.6593458295279679,4256.666666666667,6.997078635546504,5.572235136663832
0,5,26,0.0972751765645836,0.388706509898525,3.995947616095586,3.0286734938555333,0.0392829855060947,1.2513611363465846,5.000373549658798,8.932926480056466,0.0629393456349297,0.2741276941313527,0.6629329602337175,178.33333333333334,6.991169415598161,5.577142986022219
0,5,27,0.0994991138787085,0.3508943170409414,3.526607457717549,2.956519206611749,0.0177589426690542,1.2560942977938967,4.429751518196444,8.917023222340712,0.0555016820411545,0.2608400852416858,0.6836582327171596,1415.0,6.99092189784992,5.575603491086985
0,5,28,0.0967264988319147,0.3508172708288032,3.626899299213048,3.0206830633376973,-0.0230391491606487,1.2589544894091602,4.566101155379204,8.936166238519977,0.0668122892718556,0.2516431842641637,0.6815445264639807,1765.0,6.9976182512144085,5.576956117460805
0,5,29,0.0968151285399938,0.3391859346721422,3.503439387905436,2.9406228913630854,-0.0160237938575977,1.250534193629267,4.3811707498833385,8.923615296360087,0.0517884573534178,0.2769869455932039,0.6712245970533782,2350.0,6.994469150704704,5.571802764350632
0,5,30,0.130116946795881,0.5717895971164281,4.394428329258403,3.006703336166128,-0.0507516749390414,1.25791787193378,5.527829932306247,8.938972114869156,0.0606337533807778,0.2625336760625317,0.6768325705566904,1161.6666666666667,6.9980176218047045,5.569149509468196
0,5,31,0.1899371257197486,0.6732165381518144,3.5444178466991345,2.985330751897634,-0.0269577378841431,1.2553252426572752,4.4493971934863685,8.925251906443032,0.0696668769740424,0.289355336812424,0.6409777862135336,4193.333333333334,6.99380232500712,5.578158279446765
0,5,32,0.1394261390169265,0.5250086888816683,3.765496861516988,2.917953239306805,0.0091295259407061,1.2517223033123743,4.7133564046135605,8.922026149728604,0.0776193697560195,0.2609105938470953,0.6614700363968852,4623.333333333334,6.991704342466779,5.560247160296085
0,5,33,0.0848758886590099,0.3252278033248019,3.831804396551404,3.0680202309578384,-0.0128613940410422,1.2554441993104968,4.810616602542919,8.926501598895339,0.0618589358444469,0.264721981443224,0.6734190827123291,2970.0,6.998759564516144,5.575787990745344
0,5,34,0.1597785115916536,0.6125385965317387,3.8336731919070894,3.026535287966426,0.0006762184427763,1.2570730939717811,4.81920742062732,8.925122707418236,0.0688585114646673,0.2653725326952906,0.6657689558400419,4403.333333333334,6.995326589788539,5.578636748857258
0,5,35,0.1543312225331004,0.571425425096352,3.7025911913177176,2.9504859279344786,-0.0299328836182118,1.2497844344975029,4.627440838216449,8.936063194166545,0.0731303117028814,0.2772007029571326,0.649668985339986,3801.666666666667,6.997072451765881,5.578461343004434
0,5,36,0.1163895256152984,0.4704132153119884,4.041714345213864,3.05118351073234,-0.0511120421213508,1.256012471056068,5.076443622034825,8.922863440086743,0.0568882933779778,0.2635489781272303,0.6795627284947917,3510.0,6.994208576556041,5.573895441602081
0,5,37,0.1929455573479263,0.8522095180477617,4.41683928752517,3.103977891468955,0.0347205143418509,1.2505230700198922,5.52335942562045,8.932397025286784,0.0646270964654383,0.2559231952167468,0.6794497083178149,4128.333333333334,6.998653798503776,5.5742883249542645
0,5,38,0.1471163725563486,0.5432682132148814,3.6927787422626825,2.946945917669803,-0.0587391970765679,1.2453607415857864,4.598841672976481,8.928628208433992,0.0607805043827339,0.2625646585449585,0.6766548370723076,423.33333333333337,6.996497518324047,5.574907658689707
0,5,39,0.1368501551201079,0.4940847824619742,3.610407178774007,2.985251823570766,-0.0045145085479583,1.2508973836015929,4.516248893664813,8.931641922286701,0.065344684043875,0.2617466154978043,0.6729087004583206,3966.666666666667,6.998803241536154,5.575854797844563
0,5,40,0.126139530069378,0.489405493665249,3.879874083850407,3.008022537924265,-0.0060310551162224,1.252255532832312,4.858593788194369,8.935986437636865,0.0661086489210606,0.2517671263677861,0.6821242247111533,4016.666666666667,6.998054829935789,5.569312135526067
0,5,41,0.0810796741001774,0.3485605281246536,4.2989877795264935,2.965347281877728,0.0027363944039709,1.251652812540106,5.38084014531988,8.92208784591781,0.0771682184678091,0.2694209747914505,0.6534108067407404,3390.0,6.998136798844985,5.576761490726452
0,5,42,0.0703411019334499,0.2971805093459065,4.224848647197344,3.007638128525601,0.0045940196481621,1.2492633462226104,5.277948558281824,8.92880002182378,0.0566466263949048,0.2619777787194278,0.6813755948856673,2620.0,6.99156605510691,5.570214579745263
0,5,43,0.0503418071976951,0.1975643039355965,3.9244579194336464,3.0408127805520437,-0.0247825923943383,1.249194518669424,4.902411321705324,8.914389180951913,0.0629112840546349,0.2605766361930683,0.6765120797522967,4156.666666666667,6.996291416589651,5.576979942884666
0,5,44,0.1566145388665685,0.5834578077745282,3.725438340508213,3.00700057419701,0.0145252426085287,1.2600722406013094,4.694321436946208,8.920125330068105,0.0561758912997912,0.2953490280971105,0.6484750806030982,4491.666666666667,6.993460979147135,5.57563534005224
0,5,45,0.1588141622274341,0.6045844699775155,3.806867482710413,2.9456865746142245,0.0501149724788044,1.2471875670826829,4.747877793967778,8.914509927145282,0.0728971506936926,0.2550500680511646,0.6720527812551428,535.0,6.993952830307848,5.580016688541589
0,5,46,0.1810435340698927,0.6556098511940543,3.6212828840435303,3.035145413758718,0.0168386131401835,1.2579352114233435,4.555339250363033,8.921849128877245,0.073808016194485,0.2587567019233679,0.6674352818821471,36.66666666666667,6.991950955441508,5.577900138195478
0,5,47,0.0881725539224005,0.3281816239650498,3.722038314256814,2.982545447046783,-0.0199830506026817,1.2510261036014845,4.656367089740139,8.929647373119607,0.06984997381386,0.2715546992220439,0.6585953269640961,3376.666666666667,6.99706114550827,5.5784734999753045
0,5,48,0.1001518907387977,0.380832614512903,3.802550423198077,2.969083000508238,0.015692031184956,1.2473197540020793,4.742996258443928,8.92730634700261,0.0647472335259944,0.2771671337315558,0.6580856327424498,151.66666666666669,6.994207316590014,5.578255914020781
0,5,49,0.143435479163838,0.553605068555227,3.859610410077663,3.069091993808787,-0.0228845211095638,1.260347115607119,4.8644488477085925,8.927571258677606,0.0706888159264879,0.2712622563574283,0.6580489277160838,3226.666666666667,6.992615665259974,5.559982286492215
